country,province,region,municipality,name,website,medium,originalContent,releaseFrequency,commercialPublisher,publisher,individualOrOrganisation,contentType,contentArea,contentQuality
Nederland,Noord-Brabant,Noordoost-Brabant,Deurne,Programma - Cultuurcentrum Deurne,https://www.ccdeurne.nl/programma/,Theatersite ,YES,WEEKLY,YES,Cultuur Centrum Deurne,ORGANIZATION,SERVICE,Deurne,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Land van Cuijk,Nieuws | Gemeente Land van Cuijk,https://www.gemeentelandvancuijk.nl/nieuws/,Gemeentesite,YES,UNSURE,NO,Gemeente Land van Cuijk,ORGANIZATION,JOURNALISM,Land van Cuijk,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Land van Cuijk,Nieuws in het Land van Cuijk,https://www.landvancuijk.nl/nieuws/,Nieuwssite,MIX,WEEKLY,YES,Land van Cuijk,ORGANIZATION,MIX,Land van Cuijk,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Land van Cuijk,Omroep Land van Cuijk),https://www.omroeplvc.nl/nieuws/24-11-2023-verenigingen-verbreken-miljoenenrecord-met-de-grote-clubactie-ook-in-sint-anthonis-zetten-leden-zich-massaal-in-voor-hun-vereniging-/,Omroep,YES,WEEKLY,YES,Omroep LVK,ORGANIZATION,JOURNALISM,Land van Cuijk,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Land van Cuijk,Schouwburg Cuijk,https://schouwburgcuijk.nl/nieuws,Theatersite,YES,WEEKLY,YES,Schouwburg Cuijk,ORGANIZATION,JOURNALISM,Land van Cuijk,HIGH
Nederland,Noord-Brabant,Noordoost-Brabant,Grave,Bommeltje.nl,http://bommeltje.nl/,Blogger,MIX,UNSURE,UNSURE,Peter van Bommel,INDIVIDUAL,MIX,Grave,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Grave,Grave in beeld | Facebook,https://www.facebook.com/groups/graveinbeeld/,Facebookpagina,YES,DAILY,NO,"Moni Arts, Risa Vruggink en Jan Hoekstra ",ORGANIZATION,MIX,Grave,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Grave,Grave... ons Stadje aan de Maas,https://stadjeaandemaas.nl/,NIeuwssite,MIX,DAILY,YES,Land van Cuijk,ORGANIZATION,SERVICE,Grave,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Grave,Agenda van de maand december - Beleef Historisch Grave,https://www.beleefhistorischgrave.nl/agenda/,NIeuwssite,MIX,WEEKLY,YES,Grave Toerisme,ORGANIZATION,SERVICE,"Grave, Velp",LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Grave,"DeGraeF, De Graafse Krant - LVCNieuws",https://www.lvcnieuws.nl/kranten/degraef/,Krant,MIX,UNSURE,YES,LVC Nieuws,ORGANIZATION,SERVICE,Grave,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Grave,Grave Nieuws,https://grave.nieuws.nl/,NIeuwssite,NO,WEEKLY,YES,Noortgroep B.V.,ORGANIZATION,JOURNALISM,Grave,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Mill en Sint Hubert,inMill.nl,https://www.inmill.nl/,Nieuwssite en krant,MIX,DAILY,YES,De Neije Krant,ORGANIZATION,MIX,"Mill, Sint Hubert en Langeboom",MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Mill en Sint Hubert,StHubert.Nu,https://www.sthubert.nu/,Nieuwssite,NO,DAILY,YES,Stichting Sint Hubert,ORGANIZATION,JOURNALISM,Sint Hubert en Mill,HIGH
Nederland,Noord-Brabant,Noordoost-Brabant,Mill en Sint Hubert,SCM ut Germelaand,https://germelaand.nl/,Nieuwssite,YES,UNSURE,YES,Germelaand,ORGANIZATION,SERVICE,Mill,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Boxmeer,Land van Cuijk,https://land-van-cuijk.nieuws.nl/,Nieuwssite,NO,DAILY,YES,Nort Groep B. V.,ORGANIZATION,JOURNALISM,Boxmeer,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Boxmeer,Theateragenda - De Weijer,https://www.deweijer.nl/agenda,Theatersite,NO,DAILY,YES,De Weijer,ORGANIZATION,SERVICE,Boxmeer,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Boxmeer,Nieuws uit Boxmeer - Actualiteiten en berichten op een rijtje,https://www.bezoekboxmeer.nl/nieuws/,Nieuwssite,NO,WEEKLY,YES,Maatwerk Media,ORGANIZATION,MIX,Boxmeer,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Boxmeer,"DeBoK, De Boxmeerse Krant - LVCNieuws",https://www.lvcnieuws.nl/kranten/debok/,Krant,MIX,UNSURE,YES,LVC Nieuws,ORGANIZATION,SERVICE,Boxmeer,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Boekel,Boekel,https://boekel.nieuws.nl/,Nieuwssite,NO,DAILY,YES,Nort Groep B. V.,ORGANIZATION,JOURNALISM,Boekel,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Boekel,inBoekel,https://www.inboekel.nl/,Nieuwssite,MIX,WEEKLY,YES,InBoekel,ORGANIZATION,SERVICE,Boekel,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Boekel,Nieuws - Gemeente Boekel,https://www.boekel.nl/in-de-gemeente/nieuws/,Gemeentesite,YES,WEEKLY,NO,Gemeente Boekel,ORGANIZATION,SERVICE,Boekel,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Boekel,lokale omroep Blok Boekel,https://www.bloktv.nl/,Omroep,YES,WEEKLY,YES,Blok TV,ORGANIZATION,JOURNALISM,Boekel,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Sint Anthonis,Nieuws uit Sint Anthonis - Actualiteiten en berichten op een rijtje,https://www.bezoeksintanthonis.nl/nieuws/,Gemeentesite,MIX,WEEKLY,YES,Gemeente Sint Anthonis,ORGANIZATION,SERVICE,Sint Anthonis,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Sint Anthonis,Sint Anthonis,https://sint-anthonis.nieuws.nl/,Nieuwssite,NO,DAILY,YES,Nort Groep B.V.,ORGANIZATION,JOURNALISM,Sint Anthonis,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Sint Anthonis,Oelbroeck Sint Anthonis,https://www.oelbroeck.nl/nieuws/,Site stichting,MIX,UNSURE,YES,Oelbroeck,ORGANIZATION,SERVICE,Sint Anthonis,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Sint Anthonis,Nieuws - Oelbroeck Sint Anthonis,https://www.oelbroeck.nl/nieuws/,Wijkplatform,MIX,DAILY,NO,Oelbroeck,ORGANIZATION,SERVICE,Oelbroeck,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Sint Anthonis,Berichten op SamenSintAnthonis.nl,https://samensintanthonis.nl/berichten,Nieuwssite,MIX,WEEKLY,YES,Land van Cuijk,ORGANIZATION,SERVICE,Sint Anthonis,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Vught,Nieuws | Gemeente Vughtnieuws,https://vught.nl/nieuws,Gemeentesite,YES,WEEKLY,NO,Gemeente Vught,ORGANIZATION,SERVICE,Vught,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Vught,Vught - Nieuws,https://vught.nieuws.nl/,Nieuwssite,NO,DAILY,YES,Nort Groep B. V.,ORGANIZATION,JOURNALISM,Vught,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Vught,NOVO3,https://www.novo3.nl/,Omroep,MIX,DAILY,YES,NOVO3,ORGANIZATION,JOURNALISM,"Vught, Helvoirt, Cromvoirt",MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Vught,"Vught nieuws, links en rechts",https://www.facebook.com/groups/663279414120788,Facebookpagina,MIX,WEEKLY,NO,"Tinka Kroon, Acilegna Sri",ORGANIZATION,MIX,Vught,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Vught,Vught.nu,https://www.vught.nu/,Nieuwssite,NO,DAILY,YES,Helvoirtnet,ORGANIZATION,SERVICE,Vught,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Vught,"Uitagenda van Vught, Helvoirt en Cromvoirt",https://www.visitvught.nl/agenda,Gemeentesite,MIX,DAILY,NO,Visit Vught,ORGANIZATION,SERVICE,"Vught, Helvoirt, Cromvoirt",LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Vught,Programma - Vught,https://theaterdespeeldoos.nl/programma/,Theatersite,YES,DAILY,YES,Theater Speeldoos,ORGANIZATION,SERVICE,Vught,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Laarbeek,Gemeente Laarbeek,https://www.laarbeek.nl/,Gemeentesite,YES,WEEKLY,NO,Gemeente Laarbeek,ORGANIZATION,SERVICE,Laarbeek,LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Laarbeek,Laarbeek,https://laarbeek.nieuws.nl/,Nieuwssite,NO,DAILY,YES,Nort Groep B. V.,ORGANIZATION,JOURNALISM,Laarbeek,MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Laarbeek,MooiLaarbeek,https://www.mooilaarbeek.nl/,Nieuwssite,YES,DAILY,YES,GoedeMorgen Media,ORGANIZATION,JOURNALISM,Laarbeek,HIGH
Nederland,Noord-Brabant,Noordoost-Brabant,Laarbeek,Nieuws Omroep Peelrand,https://omroeppeelrand.nl/category/nieuws/,Omroep,YES,DAILY,YES,Brink Multimedia,ORGANIZATION,JOURNALISM,"Laarbeek, Boekel",MEDIUM
Nederland,Noord-Brabant,Noordoost-Brabant,Laarbeek,Land van Peel,https://www.landvandepeel.nl/nl/agenda/200621205/historische-filmcyclus-helmond-2023,Nieuwssite,MIX,DAILY,YES,Land van de Peel,ORGANIZATION,SERVICE,"Laarbeek, Helmond",LOW
Nederland,Noord-Brabant,Noordoost-Brabant,Laarbeek,Nieuws - Laarbeekse Boeren,https://www.laarbeekseboeren.nl/nieuws/,Nieuwssite,YES,WEEKLY,YES,Laarbeekse Boeren,ORGANIZATION,SERVICE,Laarbeek,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,Ed.nl,http://ed.nl/,Regiodagblad,YES,DAILY,YES,DPG Media,ORGANIZATION,JOURNALISM,Eindhoven,HIGH
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,Studio040.nl,http://studio040.nl/,Nieuwssite en krant,YES,DAILY,YES,Uitgeverij Van der Heijden,ORGANIZATION,MIX,"Eindhoven, Geldrop-Mierlo, Veldhoven, Nuenen, Waalre ",HIGH
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,Dagblad Eindhoven,https://www.dagbladeindhoven.nl/,Nieuwssite en krant,MIX,DAILY,YES,XYTO Media BV,ORGANIZATION,JOURNALISM,Eindhoven,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,Groot Eindhoven,https://www.grooteindhoven.nl/,Nieuwssite en krant,YES,DAILY,YES,Em de Jong,ORGANIZATION,JOURNALISM,Eindhoven,HIGH
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,Krant 't Brierke,#WAARDE!,Krant,YES,UNSURE,NO,Wijkraad de Achtse Barrier,ORGANIZATION,MIX,Wijk Achtse Barrier,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,Buurtkrant De Witte,https://www.hetwittedorp.nl/buurtkrant-de-witte,Krant,YES,UNSURE,NO,Buurtkrant De Witte,ORGANIZATION,JOURNALISM,Wijk Het Witte Dorp,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,De Stratummer,https://www.stratummer.nl/,Magazine,YES,UNSURE,NO,Het Witte Dorp,ORGANIZATION,JOURNALISM,Centrum Eindhoven & Zuidoost Eindhoven,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,Wijkblad 't Hofke,https://rondhethofke.nl/,Krant,YES,UNSURE,NO,Drukkerij Allcolor,ORGANIZATION,MIX,Wijk Tongelre,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,De Effenaar Spaces,https://www.effenaar.nl/spaces,Poppodium,YES,WEEKLY,UNSURE,De Effenaar,ORGANIZATION,MIX,Eindhoven,HIGH
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,Eindhoven24,https://eindhoven24.nl/nl/home/artikel/85763/Archeologen-ontdekken-middeleeuwse-knuppelweg,Nieuwssite,YES,DAILY,YES,Eindhoven24,ORGANIZATION,MIX,Eindhoven,HIGH
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,ThuisIn,https://www.thuisin.online/,Nieuwssite,YES,WEEKLY,YES,Media Advies Eindhoven,ORGANIZATION,SERVICE,Eindhoven,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,Eindhoven.nl,http://eindhoven.nl/,Gemeentesite,YES,WEEKLY,NO,Gemeente Eindhoven,ORGANIZATION,MIX,Eindhoven,HIGH
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,Bergen Bulletin,https://www.stichtingdebergen.nl/bergen-bulletin/,Krant,YES,UNSURE,UNSURE,Printplan,ORGANIZATION,MIX,Wijk De Bergen,HIGH
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,Cursor Tu/e,https://www.cursor.tue.nl/,Nieuwssite,YES,DAILY,NO,College van Bestuur van de Technische Universiteit Eindhoven,ORGANIZATION,JOURNALISM,Eindhoven,HIGH
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,Parktheater,https://www.parktheater.nl/en/,Theater,YES,WEEKLY,YES,Parktheater Eindhoven,ORGANIZATION,SERVICE,Eindhoven,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,Muziekgebouw ,https://www.muziekgebouweindhoven.nl/nl/,Theater,YES,WEEKLY,YES,Muziekgebouw EIndhoven,ORGANIZATION,SERVICE,Eindhoven,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,Eindhoven24.nl,http://eindhoven24.nl/,Nieuwssite,YES,DAILY,YES,Punt24,ORGANIZATION,JOURNALISM,Eindhoven,HIGH
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,Expats Eindhoven,https://www.facebook.com/groups/expats.eindhoven.nl,Facebookpagina,YES,DAILY,NO,Docent Philippe,INDIVIDUAL,SERVICE,Eindhoven,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,EHVXL (Facebook),https://www.facebook.com/EHVXL,Facebookpagina,YES,WEEKLY,NO,EHV XL,ORGANIZATION,SERVICE,Eindhoven,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,EHV XL,https://ehvxl.nl/nieuws/,Vereniging,YES,WEEKLY,NO,EHV XL,ORGANIZATION,MIX,Eindhoven,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,Buurtkrant Woensel-West (Facebook),https://www.facebook.com/groups/110779925987037,Facebookpagina,YES,WEEKLY,NO,Buurtkrant Woensel-West,ORGANIZATION,SERVICE,Eindhoven,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,Student Eindhoven,https://www.facebook.com/groups/Studenteindhoven,Facebookpagina,YES,DAILY,NO,Heather Donaldson,INDIVIDUAL,SERVICE,Eindhoven,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Eindhoven,Heel Eindhoven in een groep,https://www.facebook.com/groups/480866798710537/,Facebookpagina,MIX,DAILY,NO,Hans Houbraken,INDIVIDUAL,MIX,Eindhoven,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Helmond,Ditishelmond.nl,http://ditishelmond.nl/,Nieuwssite,YES,DAILY,NO,Ditishelmond (ANBI),ORGANIZATION,MIX,Helmond,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Helmond,Helmonds Dagblad,https://www.helmondsdagblad.nl/,Nieuwssite,NO,DAILY,YES,XYTO Media,ORGANIZATION,JOURNALISM,Helmond,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Helmond,Helmond.nl,http://helmond.nl/,Gemeentesite,YES,DAILY,NO,Gemeente Helmond,ORGANIZATION,SERVICE,Helmond,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Helmond,Museum Helmond,https://museumhelmond.nl/,Museum,YES,WEEKLY,NO,Museum Helmond,ORGANIZATION,SERVICE,Helmond,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Helmond,Wijkblad De Corridor,https://ditishelmond.nl/bedrijven/de-corridor-wijkblad/,Krant,YES,UNSURE,NO,Van Helvoort Grafisch Bedrijf BV,ORGANIZATION,MIX,Wijk De Corridor,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Helmond,Krant WestWijzer,https://wijkhuiswestwijzer.nl/,Krant,YES,UNSURE,NO,Wijkhuis Westwijzer,ORGANIZATION,SERVICE,Helmond-West,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Helmond,Wijkraad Brouwhuis,https://www.wijkraadbrouwhuis.nl/,Krant,YES,UNSURE,NO,Wijkraad Brouwhuis,ORGANIZATION,MIX,Wijk Brouwhuis,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Helmond,Weekkrant De Loop,https://www.helmondnu.nl/,Krant,YES,WEEKLY,NO,Adcommunicatie,ORGANIZATION,MIX,Helmond,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Helmond,De Weblog van Helmond,https://www.deweblogvanhelmond.nl/amp/nieuw-helmonds-nieuws/,Nieuwssite,MIX,DAILY,NO,Onbekende eigenaar,INDIVIDUAL,JOURNALISM,Helmond,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Helmond,Helmond-nieuws.nl,http://helmond-nieuws.nl/,Nieuwssite,MIX,DAILY,YES,Helmond Nieuws,ORGANIZATION,JOURNALISM,Helmond,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Helmond,Helmond Sport,https://www.helmondsport.nl/nieuws,Sportclub,YES,WEEKLY,YES,Helmond Sport,ORGANIZATION,MIX,Helmond,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Helmond,In&Uit Helmond,https://www.inenuithelmond.nl/,Krant,YES,UNSURE,YES,Tavli Media,ORGANIZATION,MIX,Helmond,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Helmond,Wijkagenten Helmond Binnenstad,https://www.instagram.com/wijkagenten_helmond_binnenstad/,Instagram-pagina,YES,WEEKLY,NO,Politie Helmond,ORGANIZATION,MIX,Helmond,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Helmond,De Helmondse Weblog,https://www.deweblogvanhelmond.nl/,Blogger,YES,DAILY,NO,Eigenaar anoniem,INDIVIDUAL,JOURNALISM,Helmond,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Helmond,Helmond - Dit is onze stad,https://www.facebook.com/groups/helmond.ditisonzestad,Facebookpagina,YES,DAILY,NO,Toon van de Wijk,INDIVIDUAL,MIX,Helmond,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Helmond,Theater Het Speelhuis,https://theaterspeelhuis.nl/actueel/wonka-podia-brengt-jeugdtheater-naar-tientallen-schoolpleinen-in-eindhoven-en-regio,Theater,YES,WEEKLY,NO,Theater Het Speelhuis,ORGANIZATION,SERVICE,Helmond,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Helmond,Helmond-Noord-Ditisonzewijk,https://www.facebook.com/groups/helmondnoord.ditisonzewijk,Facebookpagina,MIX,WEEKLY,NO,Toon van de Wijk,INDIVIDUAL,MIX,Helmond-Noord,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Veldhoven,Omroep Veldhoven,https://omroepveldhoven.nl/,Omroep,YES,DAILY,YES,Omroep Veldhoven,ORGANIZATION,MIX,Veldhoven,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Veldhoven,Veldhoven.nl,http://veldhoven.nl/,Gemeentesite,YES,DAILY,NO,Gemeente Veldhoven,ORGANIZATION,MIX,Veldhoven,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Veldhoven,Veldhovens Krant,https://www.veldhovensweekblad.nl/,Krant,YES,WEEKLY,YES,Gemeente Veldhoven,ORGANIZATION,MIX,Veldhoven,HIGH
Nederland,Noord-Brabant,Zuidoost-Brabant,Veldhoven,Veldhoven.nieuws.nl,http://veldhoven.nieuws.nl/,Nieuwssite,YES,DAILY,YES,Nort Groep B.V.,ORGANIZATION,MIX,Veldhoven,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Veldhoven,Bibliotheek Veldhoven,https://www.bibliotheekveldhoven.nl/actueel/nieuws.html,Bibliotheek,YES,UNSURE,NO,De Bibliotheek Midden-Brabant,ORGANIZATION,JOURNALISM,Veldhoven,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Veldhoven,Maxima Veldhoven ,https://www.mmc.nl/nieuws/,Ziekenhuis ,YES,WEEKLY,NO,Maxima Ziekenhuis Veldhoven,ORGANIZATION,MIX,Veldhoven,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Veldhoven,Voedselbank Veldhoven,https://www.voedselbankveldhoven.nl/nieuws/,Voedselbank,YES,UNSURE,NO,Voedselbank Veldhoven,ORGANIZATION,MIX,Veldhoven,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Veldhoven,Oerle Info,https://oerle.info/News.aspx,Nieuwssite,YES,UNSURE,UNSURE,Onbekende eigenaar,ORGANIZATION,JOURNALISM,Oerle,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Veldhoven,Rechterhanden,https://rechterhanden.online/blog/,Culturele stichting,YES,WEEKLY,NO,Rechter Handen,ORGANIZATION,MIX,Veldhoven,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Meierijstad,Stadskrant Veghel,https://www.kliknieuwsveghel.nl/,Krant,YES,DAILY,YES,Tavli Media,ORGANIZATION,MIX,Veghel,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Meierijstad,Omroep Meierij,https://www.omroepmeierij.nl/omroepmeierij/nieuws,Omroep,YES,DAILY,NO,Stichting Omroep Meierijstad,ORGANIZATION,JOURNALISM,Meierijstad,HIGH
Nederland,Noord-Brabant,Zuidoost-Brabant,Meierijstad,Omroep Schijndel,https://www.tvschijndel.nl/,Omroep,MIX,DAILY,NO,Stichting Omroep Schijndel,ORGANIZATION,JOURNALISM,Meierijstad  ,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Meierijstad,Mooi Schijndel,https://www.mooischijndel.nl/,Krant,YES,DAILY,UNSURE,DeMooiKrant BV,ORGANIZATION,MIX,Schijndel,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Meierijstad,Leefgoed Veghel,https://leefgoedveghel.nl/nieuws/,Website ZorgKwartier Veghel,YES,UNSURE,NO,Zorgkwartier Veghel,ORGANIZATION,MIX,Veghel,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Meierijstad,Kloosterkwartier Veghel,https://www.kloosterkwartierveghel.nl/,Website wijk,YES,UNSURE,NO,Kloosterkwartier Veghel,ORGANIZATION,SERVICE,Veghel,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Meierijstad,Cultuurhaven Veghel,https://cultuurhavenveghel.nl/nieuws,Site stichting,YES,UNSURE,NO,Stichting Cultuurhaven,ORGANIZATION,SERVICE,Veghel,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Meierijstad,De MooiRooiKrant,https://www.mooirooi.nl/,Krant,YES,DAILY,YES,DeMooiKrant BV,ORGANIZATION,SERVICE,Sint-Oedenrode,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Meierijstad,De Blauwe Kei,https://www.blauwekei.nl/,Theater,YES,WEEKLY,YES,Theater de Blauwe Kei,ORGANIZATION,MIX,Veghel,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Meierijstad,Wijkraad Hoevenbraak-Hulzebraak ,https://wijkraadhh.nl/nieuws,Wijkraad,NO,UNSURE,NO,KBO Schijndel,ORGANIZATION,MIX,Schijndel,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Meierijstad,Dorpsraad Wijbosch,https://www.wijbosch.com/,Nieuwssite,YES,WEEKLY,NO,Dorpsraad Wijbosch,ORGANIZATION,SERVICE,Wijbosch,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Meierijstad,Dorpsraad Boskant,https://dorpsraadboskant.nl/nieuws,Nieuwssite,YES,UNSURE,NO,Dorpsraad Boskant,ORGANIZATION,MIX,Boskant,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Meierijstad,Dorpsraad Boerdonk,https://www.boerdonk.nl/,Nieuwssite,YES,WEEKLY,NO,Dorpsraad Boerdonk,ORGANIZATION,MIX,Boerdonk,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Meierijstad,Wijkraad Zuidelijk Veghel,https://www.wijkraadzuidelijkveghel.nl/zuidelijk-veghel,Nieuwssite,YES,UNSURE,NO,Wijkraad Zuidelijk Veghel,ORGANIZATION,MIX,Veghel-Zuid,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Gemert-Bakel,Gemeente Gemert-Bakel,https://www.gemert-bakel.nl/actueel-nieuws,Gemeentesite,YES,WEEKLY,NO,Gemeente Gemert-Bakel,ORGANIZATION,SERVICE,Gemert-Bakel,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Gemert-Bakel,Omroep Centraal TV,https://omroepcentraal.tv/over-ons/,Omroep,YES,DAILY,NO,Omroep Centraal TV,ORGANIZATION,JOURNALISM,Gemert-Bakel,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Gemert-Bakel,Ons Gemert Bakel,https://onsgemertbakel.nl/agenda,Digitale agenda,NO,WEEKLY,NO,Onbekend,ORGANIZATION,SERVICE,Gemert-Bakel,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Gemert-Bakel,Gemert-bakel.nieuws.nl/,https://gemert-bakel.nieuws.nl/,Nieuwssite,NO,DAILY,YES,Nort Groep B.V.,ORGANIZATION,JOURNALISM,Gemert-Bakel,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Gemert-Bakel,Gemerts Nieuwsblad,https://www.gemertsnieuwsblad.nl/,Krant / Nieuwssite,YES,DAILY,YES,Gemert Media BV,ORGANIZATION,JOURNALISM,Gemert-Bakel,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Gemert-Bakel,Bibliotheek de Lage Beemden,https://www.bibliotheeklagebeemden.nl/klantenservice/nieuws.html,Bibliotheek,YES,UNSURE,NO,Bibliotheek de Lage Beemden,ORGANIZATION,SERVICE,Wijk De Lage Beemden,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Gemert-Bakel,De Bunker ,https://www.bunkergemert.nl/agenda/,Poppodium,YES,WEEKLY,NO,Poppodium De Bunker,ORGANIZATION,SERVICE,Gemert-Bakel,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Gemert-Bakel,Omroep Peelrand,https://omroeppeelrand.nl/,Omroep,MIX,DAILY,NO,Stichting Lokale Omroep Gemert-Bakel,ORGANIZATION,MIX,Gemert-Bakel & Laarbeek,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Gemert-Bakel,Eldorado,https://eldorado2023.nl/nieuws/,Theater,YES,UNSURE,NO,Stichting POON,ORGANIZATION,MIX,Gemert-Bakel,MEDIUM
